input,output,word_count,query_type,difficulty
steve nash total career assists,"SELECT p.player_name, SUM(pg.ast) AS career_ast FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Steve Nash' GROUP BY p.player_name;",5,other,medium
ray allen total career three pointers made,"SELECT p.player_name, SUM(pg.fg3m) AS career_fg3m FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Ray Allen' GROUP BY p.player_name;",7,other,medium
stephen curry total career three pointers made,"SELECT p.player_name, SUM(pg.fg3m) AS career_fg3m FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Stephen Curry' GROUP BY p.player_name;",7,other,medium
reggie miller total career three pointers made,"SELECT p.player_name, SUM(pg.fg3m) AS career_fg3m FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Reggie Miller' GROUP BY p.player_name;",7,other,medium
james harden total career three pointers made,"SELECT p.player_name, SUM(pg.fg3m) AS career_fg3m FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'James Harden' GROUP BY p.player_name;",7,other,medium
allen iverson total career steals,"SELECT p.player_name, SUM(pg.stl) AS career_stl FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Allen Iverson' GROUP BY p.player_name;",5,other,medium
chris paul total career steals,"SELECT p.player_name, SUM(pg.stl) AS career_stl FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Chris Paul' GROUP BY p.player_name;",5,other,medium
kawhi leonard total career steals,"SELECT p.player_name, SUM(pg.stl) AS career_stl FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Kawhi Leonard' GROUP BY p.player_name;",5,other,medium
tim duncan total career blocks,"SELECT p.player_name, SUM(pg.blk) AS career_blk FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Tim Duncan' GROUP BY p.player_name;",5,other,medium
dwight howard total career blocks,"SELECT p.player_name, SUM(pg.blk) AS career_blk FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Dwight Howard' GROUP BY p.player_name;",5,other,medium
kevin garnett total career blocks,"SELECT p.player_name, SUM(pg.blk) AS career_blk FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Kevin Garnett' GROUP BY p.player_name;",5,other,medium
shaquille oneal total career blocks,"SELECT p.player_name, SUM(pg.blk) AS career_blk FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Shaquille O''Neal' GROUP BY p.player_name;",5,other,medium
kobe bryant total career steals,"SELECT p.player_name, SUM(pg.stl) AS career_stl FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Kobe Bryant' GROUP BY p.player_name;",5,other,medium
players who averaged over 8 assists in 2003 min 50 games,"SELECT p.player_name, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22002 AND ps.ast >= 8 AND ps.gp >= 50 ORDER BY ps.ast DESC;",11,other,medium
players who averaged over 8 assists in 2007 min 50 games,"SELECT p.player_name, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22006 AND ps.ast >= 8 AND ps.gp >= 50 ORDER BY ps.ast DESC;",11,other,medium
players who averaged over 8 assists in 2012 min 50 games,"SELECT p.player_name, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22011 AND ps.ast >= 8 AND ps.gp >= 50 ORDER BY ps.ast DESC;",11,other,medium
players who averaged over 8 assists in 2017 min 50 games,"SELECT p.player_name, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22016 AND ps.ast >= 8 AND ps.gp >= 50 ORDER BY ps.ast DESC;",11,other,medium
players who averaged over 8 assists in 2021 min 50 games,"SELECT p.player_name, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22020 AND ps.ast >= 8 AND ps.gp >= 50 ORDER BY ps.ast DESC;",11,other,medium
players who averaged over 10 rebounds in 2003 min 50 games,"SELECT p.player_name, ps.reb FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22002 AND ps.reb >= 10 AND ps.gp >= 50 ORDER BY ps.reb DESC;",11,other,medium
players who averaged over 10 rebounds in 2006 min 50 games,"SELECT p.player_name, ps.reb FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22005 AND ps.reb >= 10 AND ps.gp >= 50 ORDER BY ps.reb DESC;",11,other,medium
players who averaged over 10 rebounds in 2009 min 50 games,"SELECT p.player_name, ps.reb FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22008 AND ps.reb >= 10 AND ps.gp >= 50 ORDER BY ps.reb DESC;",11,other,medium
players who averaged over 10 rebounds in 2012 min 50 games,"SELECT p.player_name, ps.reb FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22011 AND ps.reb >= 10 AND ps.gp >= 50 ORDER BY ps.reb DESC;",11,other,medium
players who averaged over 10 rebounds in 2016 min 50 games,"SELECT p.player_name, ps.reb FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22015 AND ps.reb >= 10 AND ps.gp >= 50 ORDER BY ps.reb DESC;",11,other,medium
players who averaged over 10 rebounds in 2020 min 50 games,"SELECT p.player_name, ps.reb FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22019 AND ps.reb >= 10 AND ps.gp >= 50 ORDER BY ps.reb DESC;",11,other,medium
players who averaged over 25 points in 2001 min 50 games,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22000 AND ps.pts >= 25 AND ps.gp >= 50 ORDER BY ps.pts DESC;",11,other,medium
players who averaged over 25 points in 2004 min 50 games,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22003 AND ps.pts >= 25 AND ps.gp >= 50 ORDER BY ps.pts DESC;",11,other,medium
players who averaged over 25 points in 2006 min 50 games,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22005 AND ps.pts >= 25 AND ps.gp >= 50 ORDER BY ps.pts DESC;",11,other,medium
players who averaged over 25 points in 2008 min 50 games,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22007 AND ps.pts >= 25 AND ps.gp >= 50 ORDER BY ps.pts DESC;",11,other,medium
players who averaged over 25 points in 2010 min 50 games,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22009 AND ps.pts >= 25 AND ps.gp >= 50 ORDER BY ps.pts DESC;",11,other,medium
players who averaged over 25 points in 2012 min 50 games,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22011 AND ps.pts >= 25 AND ps.gp >= 50 ORDER BY ps.pts DESC;",11,other,medium
players who averaged over 25 points in 2014 min 50 games,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22013 AND ps.pts >= 25 AND ps.gp >= 50 ORDER BY ps.pts DESC;",11,other,medium
players who averaged over 25 points in 2017 min 50 games,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22016 AND ps.pts >= 25 AND ps.gp >= 50 ORDER BY ps.pts DESC;",11,other,medium
players who averaged over 25 points in 2021 min 50 games,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22020 AND ps.pts >= 25 AND ps.gp >= 50 ORDER BY ps.pts DESC;",11,other,medium
players who averaged over 25 points in 2024 min 50 games,"SELECT p.player_name, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE ps.season_id = 22023 AND ps.pts >= 25 AND ps.gp >= 50 ORDER BY ps.pts DESC;",11,other,medium
players from france in the nba and their career points,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.country = 'France' GROUP BY p.player_name ORDER BY career_pts DESC;",10,other,medium
players from spain in the nba and their career points,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.country = 'Spain' GROUP BY p.player_name ORDER BY career_pts DESC;",10,other,medium
players from germany in the nba and their career points,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.country = 'Germany' GROUP BY p.player_name ORDER BY career_pts DESC;",10,other,medium
players from serbia in the nba and their career points,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.country = 'Serbia' GROUP BY p.player_name ORDER BY career_pts DESC;",10,other,medium
players from slovenia in the nba and their career points,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.country = 'Slovenia' GROUP BY p.player_name ORDER BY career_pts DESC;",10,other,medium
players from canada in the nba and their career points,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.country = 'Canada' GROUP BY p.player_name ORDER BY career_pts DESC;",10,other,medium
players from australia in the nba and their career points,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.country = 'Australia' GROUP BY p.player_name ORDER BY career_pts DESC;",10,other,medium
players from nigeria in the nba and their career points,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.country = 'Nigeria' GROUP BY p.player_name ORDER BY career_pts DESC;",10,other,medium
players from cameroon in the nba and their career points,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.country = 'Cameroon' GROUP BY p.player_name ORDER BY career_pts DESC;",10,other,medium
players from turkey in the nba and their career points,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.country = 'Turkey' GROUP BY p.player_name ORDER BY career_pts DESC;",10,other,medium
players from greece in the nba and their career points,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.country = 'Greece' GROUP BY p.player_name ORDER BY career_pts DESC;",10,other,medium
players from croatia in the nba and their career points,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.country = 'Croatia' GROUP BY p.player_name ORDER BY career_pts DESC;",10,other,medium
players from lithuania in the nba and their career points,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.country = 'Lithuania' GROUP BY p.player_name ORDER BY career_pts DESC;",10,other,medium
players from brazil in the nba and their career points,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.country = 'Brazil' GROUP BY p.player_name ORDER BY career_pts DESC;",10,other,medium
players from argentina in the nba and their career points,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.country = 'Argentina' GROUP BY p.player_name ORDER BY career_pts DESC;",10,other,medium
how many players from the usa have played in the nba in the database,SELECT COUNT(*) AS num_players FROM player WHERE country = 'USA';,14,count,medium
how many players from canada have played in the nba in the database,SELECT COUNT(*) AS num_players FROM player WHERE country = 'Canada';,13,count,medium
how many players from france have played in the nba in the database,SELECT COUNT(*) AS num_players FROM player WHERE country = 'France';,13,count,medium
how many players from australia have played in the nba in the database,SELECT COUNT(*) AS num_players FROM player WHERE country = 'Australia';,13,count,medium
all players drafted in 2021,"SELECT player_name, draft_round, draft_number FROM player WHERE draft_year = 2021 ORDER BY CAST(draft_round AS INTEGER), CAST(draft_number AS INTEGER);",5,list,easy
all players drafted in 2022,"SELECT player_name, draft_round, draft_number FROM player WHERE draft_year = 2022 ORDER BY CAST(draft_round AS INTEGER), CAST(draft_number AS INTEGER);",5,list,easy
all players drafted in 2023,"SELECT player_name, draft_round, draft_number FROM player WHERE draft_year = 2023 ORDER BY CAST(draft_round AS INTEGER), CAST(draft_number AS INTEGER);",5,list,easy
first overall pick in every draft year in the database,"SELECT player_name, draft_year FROM player WHERE draft_round = '1' AND draft_number = '1' ORDER BY draft_year;",10,other,medium
all first round picks in 2010,"SELECT player_name, draft_number FROM player WHERE draft_year = 2010 AND draft_round = '1' ORDER BY CAST(draft_number AS INTEGER);",6,other,easy
all first round picks in 2012,"SELECT player_name, draft_number FROM player WHERE draft_year = 2012 AND draft_round = '1' ORDER BY CAST(draft_number AS INTEGER);",6,other,easy
all first round picks in 2014,"SELECT player_name, draft_number FROM player WHERE draft_year = 2014 AND draft_round = '1' ORDER BY CAST(draft_number AS INTEGER);",6,other,easy
all first round picks in 2016,"SELECT player_name, draft_number FROM player WHERE draft_year = 2016 AND draft_round = '1' ORDER BY CAST(draft_number AS INTEGER);",6,other,easy
all first round picks in 2018,"SELECT player_name, draft_number FROM player WHERE draft_year = 2018 AND draft_round = '1' ORDER BY CAST(draft_number AS INTEGER);",6,other,easy
all first round picks in 2019,"SELECT player_name, draft_number FROM player WHERE draft_year = 2019 AND draft_round = '1' ORDER BY CAST(draft_number AS INTEGER);",6,other,easy
all first round picks in 2020,"SELECT player_name, draft_number FROM player WHERE draft_year = 2020 AND draft_round = '1' ORDER BY CAST(draft_number AS INTEGER);",6,other,easy
what pick was lebron james drafted,"SELECT player_name, draft_year, draft_round, draft_number FROM player WHERE player_name = 'LeBron James';",6,other,easy
what pick was kevin durant drafted,"SELECT player_name, draft_year, draft_round, draft_number FROM player WHERE player_name = 'Kevin Durant';",6,other,easy
what pick was stephen curry drafted,"SELECT player_name, draft_year, draft_round, draft_number FROM player WHERE player_name = 'Stephen Curry';",6,other,easy
what pick was james harden drafted,"SELECT player_name, draft_year, draft_round, draft_number FROM player WHERE player_name = 'James Harden';",6,other,easy
what pick was russell westbrook drafted,"SELECT player_name, draft_year, draft_round, draft_number FROM player WHERE player_name = 'Russell Westbrook';",6,other,easy
what pick was giannis antetokounmpo drafted,"SELECT player_name, draft_year, draft_round, draft_number FROM player WHERE player_name = 'Giannis Antetokounmpo';",6,other,easy
what pick was nikola jokic drafted,"SELECT player_name, draft_year, draft_round, draft_number FROM player WHERE player_name = 'Nikola Jokić';",6,other,easy
what pick was luka doncic drafted,"SELECT player_name, draft_year, draft_round, draft_number FROM player WHERE player_name = 'Luka Dončić';",6,other,easy
what pick was kawhi leonard drafted,"SELECT player_name, draft_year, draft_round, draft_number FROM player WHERE player_name = 'Kawhi Leonard';",6,other,easy
what pick was joel embiid drafted,"SELECT player_name, draft_year, draft_round, draft_number FROM player WHERE player_name = 'Joel Embiid';",6,other,easy
what pick was damian lillard drafted,"SELECT player_name, draft_year, draft_round, draft_number FROM player WHERE player_name = 'Damian Lillard';",6,other,easy
what pick was kyrie irving drafted,"SELECT player_name, draft_year, draft_round, draft_number FROM player WHERE player_name = 'Kyrie Irving';",6,other,easy
what pick was anthony davis drafted,"SELECT player_name, draft_year, draft_round, draft_number FROM player WHERE player_name = 'Anthony Davis';",6,other,easy
what pick was paul george drafted,"SELECT player_name, draft_year, draft_round, draft_number FROM player WHERE player_name = 'Paul George';",6,comparison,easy
what pick was tim duncan drafted,"SELECT player_name, draft_year, draft_round, draft_number FROM player WHERE player_name = 'Tim Duncan';",6,other,easy
what college did stephen curry go to,"SELECT player_name, college FROM player WHERE player_name = 'Stephen Curry';",7,other,easy
what college did james harden go to,"SELECT player_name, college FROM player WHERE player_name = 'James Harden';",7,other,easy
what college did russell westbrook go to,"SELECT player_name, college FROM player WHERE player_name = 'Russell Westbrook';",7,other,easy
what college did kevin durant go to,"SELECT player_name, college FROM player WHERE player_name = 'Kevin Durant';",7,other,easy
what college did tim duncan go to,"SELECT player_name, college FROM player WHERE player_name = 'Tim Duncan';",7,other,easy
what college did allen iverson go to,"SELECT player_name, college FROM player WHERE player_name = 'Allen Iverson';",7,other,easy
what college did carmelo anthony go to,"SELECT player_name, college FROM player WHERE player_name = 'Carmelo Anthony';",7,other,easy
what college did dwyane wade go to,"SELECT player_name, college FROM player WHERE player_name = 'Dwyane Wade';",7,other,easy
what college did chris paul go to,"SELECT player_name, college FROM player WHERE player_name = 'Chris Paul';",7,other,easy
what country is nikola jokic from,"SELECT player_name, country FROM player WHERE player_name = 'Nikola Jokić';",6,count,easy
what country is luka doncic from,"SELECT player_name, country FROM player WHERE player_name = 'Luka Dončić';",6,count,easy
what country is giannis antetokounmpo from,"SELECT player_name, country FROM player WHERE player_name = 'Giannis Antetokounmpo';",6,count,easy
what country is dirk nowitzki from,"SELECT player_name, country FROM player WHERE player_name = 'Dirk Nowitzki';",6,count,easy
what country is tony parker from,"SELECT player_name, country FROM player WHERE player_name = 'Tony Parker';",6,count,easy
what country is manu ginobili from,"SELECT player_name, country FROM player WHERE player_name = 'Manu Ginobili';",6,count,easy
what country is steve nash from,"SELECT player_name, country FROM player WHERE player_name = 'Steve Nash';",6,count,easy
what country is vince carter from,"SELECT player_name, country FROM player WHERE player_name = 'Vince Carter';",6,count,easy
what country is ben simmons from,"SELECT player_name, country FROM player WHERE player_name = 'Ben Simmons';",6,count,easy
what country is patty mills from,"SELECT player_name, country FROM player WHERE player_name = 'Patty Mills';",6,count,easy
tony parker career stats by season,"SELECT ps.season_id, ps.pts, ps.reb, ps.ast, ps.gp FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Tony Parker' ORDER BY ps.season_id;",6,other,easy
manu ginobili career stats by season,"SELECT ps.season_id, ps.pts, ps.reb, ps.ast, ps.gp FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Manu Ginobili' ORDER BY ps.season_id;",6,other,easy
steve nash career stats by season,"SELECT ps.season_id, ps.pts, ps.reb, ps.ast, ps.gp FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Steve Nash' ORDER BY ps.season_id;",6,other,easy
ray allen career stats by season,"SELECT ps.season_id, ps.pts, ps.reb, ps.ast, ps.gp FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Ray Allen' ORDER BY ps.season_id;",6,other,easy
jason kidd career stats by season,"SELECT ps.season_id, ps.pts, ps.reb, ps.ast, ps.gp FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Jason Kidd' ORDER BY ps.season_id;",6,other,easy
dwight howard career stats by season,"SELECT ps.season_id, ps.pts, ps.reb, ps.ast, ps.gp FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Dwight Howard' ORDER BY ps.season_id;",6,other,easy
paul george career stats by season,"SELECT ps.season_id, ps.pts, ps.reb, ps.ast, ps.gp FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Paul George' ORDER BY ps.season_id;",6,comparison,medium
jimmy butler career stats by season,"SELECT ps.season_id, ps.pts, ps.reb, ps.ast, ps.gp FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Jimmy Butler III' ORDER BY ps.season_id;",6,other,easy
kyrie irving career stats by season,"SELECT ps.season_id, ps.pts, ps.reb, ps.ast, ps.gp FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Kyrie Irving' ORDER BY ps.season_id;",6,other,easy
anthony davis career stats by season,"SELECT ps.season_id, ps.pts, ps.reb, ps.ast, ps.gp FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Anthony Davis' ORDER BY ps.season_id;",6,other,easy
how many seasons has lebron james played in the database,SELECT COUNT(DISTINCT ps.season_id) AS seasons FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'LeBron James';,10,count,medium
how many seasons has dirk nowitzki played in the database,SELECT COUNT(DISTINCT ps.season_id) AS seasons FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Dirk Nowitzki';,10,count,medium
how many seasons has vince carter played in the database,SELECT COUNT(DISTINCT ps.season_id) AS seasons FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Vince Carter';,10,count,medium
how many seasons has kobe bryant played in the database,SELECT COUNT(DISTINCT ps.season_id) AS seasons FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Kobe Bryant';,10,count,medium
how many seasons has kevin garnett played in the database,SELECT COUNT(DISTINCT ps.season_id) AS seasons FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Kevin Garnett';,10,count,medium
how many seasons has tim duncan played in the database,SELECT COUNT(DISTINCT ps.season_id) AS seasons FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Tim Duncan';,10,count,medium
players who have played 18 or more seasons in the database,"SELECT p.player_name, COUNT(DISTINCT ps.season_id) AS seasons FROM player p JOIN player_season ps ON p.player_id = ps.player_id GROUP BY p.player_name HAVING COUNT(DISTINCT ps.season_id) >= 18 ORDER BY seasons DESC;",11,comparison,hard
players who have played 20 or more seasons in the database,"SELECT p.player_name, COUNT(DISTINCT ps.season_id) AS seasons FROM player p JOIN player_season ps ON p.player_id = ps.player_id GROUP BY p.player_name HAVING COUNT(DISTINCT ps.season_id) >= 20 ORDER BY seasons DESC;",11,comparison,hard
players who played exactly 1 season in the database,"SELECT p.player_name, COUNT(DISTINCT ps.season_id) AS seasons FROM player p JOIN player_season ps ON p.player_id = ps.player_id GROUP BY p.player_name HAVING COUNT(DISTINCT ps.season_id) = 1 ORDER BY p.player_name LIMIT 20;",9,other,hard
players from ohio state who made the nba,"SELECT player_name, draft_year, draft_number FROM player WHERE college = 'Ohio State' ORDER BY draft_year DESC;",8,other,easy
players from connecticut who made the nba,"SELECT player_name, draft_year, draft_number FROM player WHERE college = 'Connecticut' ORDER BY draft_year DESC;",7,other,easy
players from georgetown who made the nba,"SELECT player_name, draft_year, draft_number FROM player WHERE college = 'Georgetown' ORDER BY draft_year DESC;",7,comparison,medium
players from georgia tech who made the nba,"SELECT player_name, draft_year, draft_number FROM player WHERE college = 'Georgia Tech' ORDER BY draft_year DESC;",8,comparison,medium
players from louisville who made the nba,"SELECT player_name, draft_year, draft_number FROM player WHERE college = 'Louisville' ORDER BY draft_year DESC;",7,other,easy
players from texas who made the nba and career points,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.college = 'Texas' GROUP BY p.player_name ORDER BY career_pts DESC;",10,other,medium
players from michigan who made the nba and career points,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.college = 'Michigan' GROUP BY p.player_name ORDER BY career_pts DESC;",10,other,medium
players from ucla who made the nba and career points,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.college = 'UCLA' GROUP BY p.player_name ORDER BY career_pts DESC;",10,other,medium
players from duke who made the nba and career points,"SELECT p.player_name, SUM(pg.pts) AS career_pts FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.college = 'Duke' GROUP BY p.player_name ORDER BY career_pts DESC;",10,other,medium
what was tony parkers best scoring season min 50 games,"SELECT ps.season_id, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Tony Parker' AND ps.gp >= 50 ORDER BY ps.pts DESC LIMIT 1;",10,comparison,hard
what was manu ginobilis best scoring season min 50 games,"SELECT ps.season_id, ps.pts FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Manu Ginobili' AND ps.gp >= 50 ORDER BY ps.pts DESC LIMIT 1;",10,comparison,hard
what was steve nashs best assist season min 50 games,"SELECT ps.season_id, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Steve Nash' AND ps.gp >= 50 ORDER BY ps.ast DESC LIMIT 1;",10,other,hard
what was jason kidds best assist season min 50 games,"SELECT ps.season_id, ps.ast FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Jason Kidd' AND ps.gp >= 50 ORDER BY ps.ast DESC LIMIT 1;",10,other,hard
what was dwight howards best rebounding season min 50 games,"SELECT ps.season_id, ps.reb FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Dwight Howard' AND ps.gp >= 50 ORDER BY ps.reb DESC LIMIT 1;",10,other,hard
what was tim duncans best rebounding season min 50 games,"SELECT ps.season_id, ps.reb FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Tim Duncan' AND ps.gp >= 50 ORDER BY ps.reb DESC LIMIT 1;",10,other,hard
what was kevin garnetts best rebounding season min 50 games,"SELECT ps.season_id, ps.reb FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Kevin Garnett' AND ps.gp >= 50 ORDER BY ps.reb DESC LIMIT 1;",10,other,hard
what was shaq's best rebounding season min 50 games,"SELECT ps.season_id, ps.reb FROM player p JOIN player_season ps ON p.player_id = ps.player_id WHERE p.player_name = 'Shaquille O''Neal' AND ps.gp >= 50 ORDER BY ps.reb DESC LIMIT 1;",9,other,hard
what was ray allens best three point percentage season min 100 attempts,"SELECT pg.season_id, pg.fg3_pct FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Ray Allen' AND pg.fg3a >= 100 ORDER BY pg.fg3_pct DESC LIMIT 1;",12,other,hard
what was kobe bryants best fg percentage season min 300 attempts,"SELECT pg.season_id, pg.fg_pct FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Kobe Bryant' AND pg.fga >= 300 ORDER BY pg.fg_pct DESC LIMIT 1;",11,other,hard
what was shaq's best fg percentage season min 300 attempts,"SELECT pg.season_id, pg.fg_pct FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Shaquille O''Neal' AND pg.fga >= 300 ORDER BY pg.fg_pct DESC LIMIT 1;",10,other,hard
what was dirks best fg percentage season min 300 attempts,"SELECT pg.season_id, pg.fg_pct FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Dirk Nowitzki' AND pg.fga >= 300 ORDER BY pg.fg_pct DESC LIMIT 1;",10,other,hard
what was allen iversons best fg percentage season min 300 attempts,"SELECT pg.season_id, pg.fg_pct FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Allen Iverson' AND pg.fga >= 300 ORDER BY pg.fg_pct DESC LIMIT 1;",11,other,hard
allen iverson total career three pointers made,"SELECT p.player_name, SUM(pg.fg3m) AS career_fg3m FROM player p JOIN player_general_traditional_total pg ON p.player_id = pg.player_id WHERE p.player_name = 'Allen Iverson' GROUP BY p.player_name;",7,other,medium
